estudio,pais,cidade,site,ja_na_campanha,tem_vaga_disciplina,url_da_vaga,veto_encontrado,observacao
Lucid,Reino Unido,Liverpool,https://www.lucidgames.co.uk/,nao,nao_encontrada,,,ATS detectado (recruitee) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/lucid/
Lumiere,Reino Unido,Chelmsford,https://lumierestudios.co.uk/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/lumiere/"
Milk VFX,Reino Unido,London,https://www.milk-vfx.com,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Milk VFX. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/milk-vfx/
Mobile Pie,Reino Unido,Bristol,https://mobilepie.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/mobile-pie/"
Moonraker VFX,Reino Unido,Bristol,https://moonrakervfx.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Moonraker VFX (Scott Metcalfe, Executive Producer). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/moonraker-vfx/"
NaturalMotion,Reino Unido,London,https://www.naturalmotion.com,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): NaturalMotion. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/naturalmotion/
nDreams,Reino Unido,Farnborough,https://www.ndreams.com,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): nDreams (Careers, formulario de contato). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/ndreams/"
nineteentwenty,Reino Unido,London,https://www.nineteen-twenty.com/,nao,nao_encontrada,,,ATS detectado (teamtailor) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/nineteentwenty/
Ninja Theory,Reino Unido,Cambridge,https://ninjatheory.com,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Ninja Theory. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/ninja-theory/
Oddbod Creations,Reino Unido,Brighton,https://www.oddbodcreations.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/oddbod-creations/
One of Us,Reino Unido,London,https://www.weacceptyou.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (nome): One Of Us (Modeller, Paris) - A MAO POR TURNSTILE, dossie campo a campo pronto. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/one-of-us/"
Outpost VFX,Reino Unido,Bournemouth,https://outpost-vfx.com/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Outpost VFX. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/outpost-vfx/
Painting Practice,Reino Unido,Cardiff,https://paintingpractice.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Painting Practice (Cardiff). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/painting-practice/
PaperSeven,Reino Unido,Hove,,nao,nao_verificado,,,Sem site publicado na ficha 3DVF. | ficha: https://3dvf.com/en/studio/paperseven/
Passion Animation Studios,Reino Unido,Londres,https://www.passion-pictures.com/uk/animation-studios/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Passion Pictures. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/passion-animation-studios/
PenelopeVFX,Reino Unido,Barnsley,https://www.penelopevfx.co.uk/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/penelopevfx/
Picturesmith,Reino Unido,London,https://picturesmith.tv/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/picturesmith/"
Pixel Toys,Reino Unido,Leamington Spa,https://pixeltoys.com/,nao,nao_encontrada,,,ATS detectado (bamboohr) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/pixel-toys/
Playground Games,Reino Unido,Leamington Spa,https://www.playground-games.com,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Playground Games. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/playground-games/
Rare,Reino Unido,Twycross,https://www.rare.co.uk/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.rare.co.uk/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/rare/"
Realtime,Reino Unido,Westby,https://www.realtimeuk.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): REALTIME (Jane Forsyth, Head of Production - Games). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/realtime/"
Red Star,Reino Unido,Sheffield,http://redstar3d.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Red Star Studio. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/red-star/
Rewind,Reino Unido,St. Albans,https://rewind.co/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/rewind/
Ripstone,Reino Unido,Liverpool,https://ripstone.com,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/ripstone/"
RISE,Reino Unido / Alemanha,Berlin Cologne London Stuttgart Munich,https://www.risefx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.risefx.com/rise-visual-effects-studios-jobs.php): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/rise/"
RJDM Studios,Reino Unido,Northampton,https://www.rjdm.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/rjdm-studios/"
Rumpus Animation,Reino Unido,Bristol,https://rumpusanimation.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/rumpus-animation/"
Seed Animation,Reino Unido,London,https://www.seedanimation.com,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/seed-animation/
SEGA HARDlight,Reino Unido,Leamington Spa,https://www.hardlightstudio.com,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Hard Light. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/sega-hardlight/
Squint/Opera,Reino Unido,Londres,https://www.squintopera.com/#home,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/squint-opera-tpboujk-londres/"
Studio Giggle,Reino Unido,Bristol,https://www.studiogiggle.co.uk,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/studio-giggle/"
Studio Gobo,Reino Unido,Hove,https://www.studiogobo.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Studio Gobo. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/studio-gobo/
Suited and Booted Studios,Reino Unido,Bath,https://suitedandbooted.org,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/suited-and-booted-studios/"
Sun &#038; Moon studios,Reino Unido,Bristol Sun & Moon studios,https://sunandmoonstudios.co.uk/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Sun & Moon Studios. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/sun-moon-studios/
Super Punk Games,Reino Unido,Nottingham,https://superpunkgames.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Super Punk Games. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/super-punk-games/
Super Spline Studios,Reino Unido,Leamington Spa,https://supersplinestudios.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://supersplinestudios.com/jobs/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/super-spline-studios/"
Tag Collective Arts,Reino Unido,London,https://www.tagww.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/tag-collective-arts/"
Team17,Reino Unido,Wakefield,,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Team17. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/team17/
The Senate Visual Effects,Reino Unido,Twickenham,https://www.senatevfx.com,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/the-senate-visual-effects/
The Yard VFX,Reino Unido / França,LONDON Montpellier,https://theyard-vfx.com/,nao,nao_encontrada,,,ATS detectado (teamtailor) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/the-yard-vfx/
Tiny Talisman Games,Reino Unido,Bath,https://www.tinytalismangames.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/tiny-talisman-games/"
TT Fusion,Reino Unido,Wilmslow,https://www.ttgames.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): TT Games. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/tt-fusion/
TT Games,Reino Unido,Knutsford,https://www.ttgames.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): TT Games. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/tt-games/
TT Odyssey,Reino Unido,Knutsford TT Games,https://www.ttgames.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): TT Games. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/tt-games-3/
Unionx VFX,Reino Unido,Londres,https://unionvfx.com,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Union VFX. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/unionx-vfx/
Vine FX,Reino Unido,Cambridge,https://vinefx.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (nome): Vine FX (CG Generalist & Compositors, Manchester). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/vine-fx/"
Well Played Games,Reino Unido,Leamington Spa,https://wellplayed.games,nao,nao_encontrada,,,"Pagina de carreiras lida (https://wellplayed.games/#work-with-us): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/well-played-games/"
West Pier Studio,Reino Unido,Brighton,https://www.westpierstudio.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.westpierstudio.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/west-pier-studio/"
Whatboy,Reino Unido,Sutton,https://www.whatboy.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/whatboy/"
White Paper Games,Reino Unido,Manchester,https://www.whitepapergames.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/white-paper-games/"
Wildseed Studios,Reino Unido,Bristol,https://wildseedstudios.com,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Wildseed Studios. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/wildseed-studios/
Zoo VFX,Reino Unido,Londres,https://zoovfx.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/zoo-vfx/
StaticVFX,Romênia,Bucharest,,nao,nao_verificado,,,Sem site publicado na ficha 3DVF. | ficha: https://3dvf.com/en/studio/staticvfx/
Omens Studios,Singapura,Singapore,https://www.omens-studios.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Omens Studios. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/omens-studios/
Arrowhead Game Studios,Suécia,Stockholm,https://www.arrowheadgamestudios.com/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Arrowhead Game Studios. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/arrowhead-game-studios/
Coffee Stain Studios,Suécia,Skövde,https://www.coffeestainstudios.com/,nao,nao_encontrada,,,ATS detectado (teamtailor) e consultado por API: nenhuma vaga da disciplina no retorno. | ficha: https://3dvf.com/en/studio/coffee-stain-studios/
Divine Robot,Suécia,Malmö,https://www.divinerobot.com/en/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://divinerobot.com/career/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/divine-robot/"
EA &#8211; Dice,Suécia,Stockholm EA - Dice,https://www.dice.se/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.dice.se/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/dice/"
ELK Studios,Suécia,Stockholm,https://www.elk-studios.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.elk-studios.com/career/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/elk-studios/"
Fable Fx,Suécia,Stockholm,https://www.fablefx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.fablefx.com/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/fable-fx/"
Fall Damage Studio,Suécia,Stockholm,https://www.falldamagestudio.com/,nao,nao_verificado,,,Site nao respondeu ao curl (home inacessivel); board nao pode ser lido sem navegador. | ficha: https://3dvf.com/en/studio/fall-damage-studio/
Fatshark Studios,Suécia,Stockholm,https://www.fatshark.se/,sim,nao_verificado,,,"Ja conhecido pela campanha (nome): Fatshark (Character Artist, titulo novo nao anunciado). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/fatshark-studios/"
Filmic Art,Suécia,Stockholm,https://www.filmicart.com/en/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Filmic Art. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/filmic-art/
Frictional Games,Suécia,Malmö,https://frictionalgames.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://frictionalgames.com/careers-faq/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/frictional-games/"
Goodbye Kansas Studios,Suécia,Stockholm,https://goodbyekansasstudios.com/,sim,nao_verificado,,,Ja conhecido pela campanha (nome): Goodbye Kansas Studios. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/goodbye-kansas-studios/
Haymaker FX,Suécia,Gothenburg,https://www.haymakerfx.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.haymakerfx.com/careers/): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/haymaker-fx/"
Hazelight Studios,Suécia,Stockholm,https://www.hazelight.se/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://www.hazelight.se/careers): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/hazelight-studios/"
Important Looking Pirates,Suécia,Stockholm,https://ilpvfx.com/,sim,nao_verificado,,,Ja conhecido pela campanha (dominio): Important Looking Pirates. Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/ilpvfx/
King,Suécia,Stockholm,https://careers.king.com/,nao,nao_encontrada,,,"Pagina de carreiras lida (https://cdn.phenompeople.com/CareerConnectResources/ACMKDSUS/en_us/desktop/assets/images/favicon.ico?v=1715775894125): nenhum titulo da disciplina no HTML. Pode ser quadro carregado por JavaScript, que nao da para ler sem navegador. | ficha: https://3dvf.com/en/studio/king/"
Machinegames,Suécia,Uppsala,https://www.machinegames.com/,nao,nao_verificado,,,"Home lida, sem link de carreiras identificavel; nenhum ATS detectado. | ficha: https://3dvf.com/en/studio/machinegames/"
Milford Film &#038; Animation,Suécia,Stockholm Milford Film & Animation,https://www.milford.se/,sim,nao_verificado,,,"Ja conhecido pela campanha (dominio): Milford Animation Studio (Demian Zarins, Managing Director). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/milford-film-animation/"
Paradox Interactive,Suécia,Stockholm,https://www.paradoxplaza.com/,sim,nao_verificado,,,"Ja conhecido pela campanha (nome): Paradox Interactive (Connect, departamento Art). Nao revarrido nesta rodada. | ficha: https://3dvf.com/en/studio/paradox-interactive/"
