nome,pais,site,dominio,token,classe
Virtway,Spain,http://www.virtway.com/,virtway.com,virtway,jogos
Visai Studios,Canada,,,visaistudios,jogos
Viscacha Studios,Netherlands,,,viscachastudios,jogos
Visceral Games,United States,http://www.visceralgames.com/,visceralgames.com,visceralgames,jogos
Vision Designs,,,,visiondesigns,jogos
Vision Park,Sweden,http://www.visionpark.com/sv/index.html,visionpark.com,visionpark,jogos
Visiontrick Media AB.,,https://www.visiontrick.com/,visiontrick.com,visiontrickmediaab,jogos
Visual Concepts,United States,http://www.vcentertainment.com/us/,vcentertainment.com,visualconcepts,jogos
Visual Impact,Belgium,http://www.viprod.com/,viprod.com,visualimpact,jogos
Visual Impact,France,http://www.viprod.com/,viprod.com,visualimpact,jogos
Viswanath Atlu,,,,viswanathatlu,jogos
Vittgen Inc.,South Korea,,,vittgeninc,jogos
Vivendi Games,United States,,,vivendigames,jogos
Vivid Games,Poland,https://vividgames.com/,vividgames.com,vividgames,jogos
Viz Design,United Kingdom,,,vizdesign,jogos
VizionEck,United States,https://vizioneck.com/,vizioneck.com,vizioneck,jogos
Vizor Games,Cyprus,https://vizor-games.com/,vizor-games.com,vizorgames,jogos
Vlambeer,Netherlands,http://www.vlambeer.com,vlambeer.com,vlambeer,jogos
Vogelfänger,Poland,,,vogelfnger,jogos
Vogelsap,,,,vogelsap,jogos
Vogster Entertainment,United States,,,vogsterentertainment,jogos
Voids Within,,https://www.voidswithin.com,voidswithin.com,voidswithin,jogos
Volatile Games,United Kingdom,http://www.VolatileGames.com,volatilegames.com,volatilegames,jogos
Volcanic Games,,,,volcanicgames,jogos
Volcano Bytes,Spain,,,volcanobytes,jogos
Volens Nolens Games,,https://www.volensnolensgames.com,volensnolensgames.com,volensnolensgames,jogos
Volframe,Poland,https://volframe.com/,volframe.com,volframe,jogos
Voltage Entertainment,United States,https://www.voltage-ent.com/,voltage-ent.com,voltageentertainment,jogos
VooFoo Studios,United Kingdom,,,voofoostudios,jogos
Voodoo,France,https://www.voodoo.io/,voodoo.io,voodoo,jogos
Vortex Game Studios,,http://www.vortexgamestudios.com,vortexgamestudios.com,vortexgamestudios,jogos
Vortex Software,United Kingdom,,,vortexsoftware,jogos
Voxler,France,https://www.voxler.fr/,voxler.fr,voxler,jogos
Vénus Noire,,http://seeds-of-chaos.com/,seeds-of-chaos.com,vnusnoire,jogos
W!Games,Netherlands,http://www.wgames.biz/,wgames.biz,wgames,jogos
WB Games Boston,United States,http://www.turbine.com/,turbine.com,wbgamesboston,jogos
WB Games Montréal,Canada,http://wbgamesmontreal.com/,wbgamesmontreal.com,wbgamesmontral,jogos
WB Games San Francisco,,,,wbgamessanfrancisco,jogos
WMS Industries,United States,http://www.wms.com/,wms.com,wmsindustries,jogos
WXP,,,,wxp,jogos
Wadjet Eye Games,United States,http://www.wadjeteyegames.com,wadjeteyegames.com,wadjeteyegames,jogos
Wahoo Studios,United States,http://www.wahoo.com/,wahoo.com,wahoostudios,jogos
Waking Oni Games,United States,https://wakingonigames.com,wakingonigames.com,wakingonigames,jogos
Walaber Entertainment,,http://www.walaber.com/,walaber.com,walaberentertainment,jogos
Wallride,,https://www.wallridegames.com/,wallridegames.com,wallride,jogos
Wanako Studios,Canada,http://www.bhvr.com,bhvr.com,wanakostudios,jogos
Wanda Software,,https://www.wandasoftware.com/,wandasoftware.com,wandasoftware,jogos
Wander MMO,,,,wandermmo,jogos
Wangame Studios,,,,wangamestudios,jogos
Warchief Gaming,United States,https://warchiefgaming.com,warchiefgaming.com,warchiefgaming,jogos
Warfare Studios,,,,warfarestudios,jogos
Wargaming,Cyprus,https://wargaming.com/en/,wargaming.com,wargaming,jogos
Wargaming Helsinki,Finland,,,wargaminghelsinki,jogos
Wargaming Seattle,United States,https://wargaming.com/en/about/,wargaming.com,wargamingseattle,jogos
Warhorse Studios,Czech Republic,https://warhorsestudios.cz/,warhorsestudios.cz,warhorsestudios,jogos
Warner Bros. Games,United States,https://www.warnerbrosgames.com,warnerbrosgames.com,warnerbrosgames,jogos
Warpfish,United Kingdom,http://www.warpfish.co.uk/,warpfish.co.uk,warpfish,jogos
Warpzone Studios,,https://warpzonestudios.com/,warpzonestudios.com,warpzonestudios,jogos
Warsow team,,,,warsowteam,jogos
Warthog Games,United Kingdom,,,warthoggames,jogos
Warthog Plc,,,,warthogplc,jogos
Warzone 2100 Project,,https://wz2100.net,wz2100.net,warzone2100project,jogos
Warägergarde,Greece,https://media.waragergarde.com/,media.waragergarde.com,wargergarde,jogos
Wastelands Interactive,,http://wastelands-interactive.com/,wastelands-interactive.com,wastelandsinteractive,jogos
WaterMelon,France,,,watermelon,jogos
WayForward Technologies,United States,http://wayforward.com/,wayforward.com,wayforwardtechnologies,jogos
Waygetter Electronics,,,,waygetterelectronics,jogos
Wayward Design,United Kingdom,,,waywarddesign,jogos
Wayward Prophet,,,,waywardprophet,jogos
WaywardXS Entertainment S.r.l.,Italy,http://www.waywardxs.com,waywardxs.com,waywardxsentertainmentsrl,jogos
Wazdan,Malta,https://wazdan.com/,wazdan.com,wazdan,jogos
WeMade Entertainment,,http://www.wemade.com,wemade.com,wemadeentertainment,jogos
Weasel Token,Ukraine,https://weaseltoken.com/,weaseltoken.com,weaseltoken,jogos
Weather Factory,,https://weatherfactory.biz/,weatherfactory.biz,weatherfactory,jogos
Webfoot Technologies,United States,http://www.webfootgames.com,webfootgames.com,webfoottechnologies,jogos
Webzen Games,,http://www.webzen.co.kr/,webzen.co.kr,webzengames,jogos
Wegenbartho,,https://www.wegenbartho-games.com/,wegenbartho-games.com,wegenbartho,jogos
WeirdBeard,Netherlands,http://www.weirdbeard.nl/,weirdbeard.nl,weirdbeard,jogos
Weltenschmiede,Germany,,,weltenschmiede,jogos
West Vision,,,,westvision,jogos
Western Civilization Software,,,,westerncivilizationsoftware,jogos
Westwood Pacific,,,,westwoodpacific,jogos
Westwood Studios,United States,http://www.westwood.com/,westwood.com,westwoodstudios,jogos
"Wevr, Inc.",,,,wevrinc,jogos
Whale Rock Games,Ukraine,,,whalerockgames,jogos
WhaleFood Games,United States,https://www.whalefoodgames.com/,whalefoodgames.com,whalefoodgames,jogos
Whalenought Studios,,,,whalenoughtstudios,jogos
White Bear BV,Netherlands,,,whitebearbv,jogos
White Door Games,,,,whitedoorgames,jogos
White Giant RPG Studios,United States,https://whitegiantrpg.com,whitegiantrpg.com,whitegiantrpgstudios,jogos
White Keyframe,Germany,http://whitekeyframe.de/,whitekeyframe.de,whitekeyframe,jogos
White Paper Games,United Kingdom,https://www.whitepapergames.com/,whitepapergames.com,whitepapergames,jogos
White Park Bay Software,,,,whiteparkbaysoftware,jogos
WhiteMoon Dreams,United States,https://www.whitemoondreams.com,whitemoondreams.com,whitemoondreams,jogos
Wicked Witch Software,,http://www.wicked-witch.com.au/,wicked-witch.com.au,wickedwitchsoftware,jogos
Wide Right Interactive,United States,https://widerightgames.com/,widerightgames.com,widerightinteractive,jogos
Wideload Games,United States,http://www.wideload.com/,wideload.com,wideloadgames,jogos
Wiering Software,Netherlands,https://wieringsoftware.com/,wieringsoftware.com,wieringsoftware,jogos
Wikkl Works,Netherlands,,,wikklworks,jogos
Wild Arts,,,,wildarts,jogos
Wild Fields,,,,wildfields,jogos
Wild Games Studio,,,,wildgamesstudio,jogos
Wild Monkey,,https://wildmonkey.site/,wildmonkey.site,wildmonkey,jogos
WildSphere,Spain,,,wildsphere,jogos
WildTangent,United States,http://www.wildtangent.com/,wildtangent.com,wildtangent,jogos
WildWorks,United States,http://www.smartbombinteractive.com,smartbombinteractive.com,wildworks,jogos
Wildboy Studios,New Zealand,https://www.wildboystudios.com/,wildboystudios.com,wildboystudios,jogos
Wildfire Studios,Australia,http://www.wildfire.com.au/content/standard.asp?,wildfire.com.au,wildfirestudios,jogos
Wildvreemd,,,,wildvreemd,jogos
Will Winn Games,United States,https://willwinn.games/,willwinn.games,willwinngames,jogos
William at Oxford,,,,williamatoxford,jogos
Williams Electronics Games,,,,williamselectronicsgames,jogos
Windy Hill,,http://windyhillstudio.com/,windyhillstudio.com,windyhill,jogos
Windybeard,,,,windybeard,jogos
Winking Skywalker Entertainment,Singapore,https://www.winkingworks.com/,winkingworks.com,winkingskywalkerentertainment,jogos
Winter Wolves,Italy,http://www.winterwolves.com/,winterwolves.com,winterwolves,jogos
Wisdom Tree,United States,http://www.wisdomtreegames.com/,wisdomtreegames.com,wisdomtree,jogos
WisdomTools Enterprises,United States,http://www.wisdomtools.com/,wisdomtools.com,wisdomtoolsenterprises,jogos
Wise Wombat Games,,,,wisewombatgames,jogos
Wishfully,Sweden,https://wishfullystudios.com,wishfullystudios.com,wishfully,jogos
Wispfire,Netherlands,https://wispfire.com/,wispfire.com,wispfire,jogos
Witch Beam,Australia,http://www.witchbeam.com.au,witchbeam.com.au,witchbeam,jogos
Witching Hour Studios,Singapore,http://www.witching-hour.net,witching-hour.net,witchinghourstudios,jogos
WizBang! Software Productions,,,,wizbangsoftwareproductions,jogos
Wizarbox,France,http://www.wizarbox.com/,wizarbox.com,wizarbox,jogos
Wizard Games,Canada,https://wizardgames.ca,wizardgames.ca,wizardgames,jogos
Wizard Team,,,,wizardteam,jogos
Wizard Video,,,,wizardvideo,jogos
Wizet,South Korea,http://www.wizet.com/,wizet.com,wizet,jogos
Woblyware,Finland,http://www.woblyware.com,woblyware.com,woblyware,jogos
Wolcen Studio,France,https://www.wolcen-studio.com/,wolcen-studio.com,wolcenstudio,jogos
Wolf & Wood,United Kingdom,https://www.wolfandwood.co/,wolfandwood.co,wolfwood,jogos
Wolfgame,,http://www.wolfgame.com/,wolfgame.com,wolfgame,jogos
Wolfire Games,United States,http://www.wolfire.com,wolfire.com,wolfiregames,jogos
Wolfs Moon Studios,,,,wolfsmoonstudios,jogos
Wolfy,France,,,wolfy,jogos
Wolverine Studios,,,,wolverinestudios,jogos
Wombat Brawler,Australia,,,wombatbrawler,jogos
Wonderbelly Games,,http://wonderbellygames.com/,wonderbellygames.com,wonderbellygames,jogos
Wonderful Lasers,Canada,http://www.wonderful-lasers.com/,wonderful-lasers.com,wonderfullasers,jogos
Wonderland Kazkiri,,,,wonderlandkazkiri,jogos
Wonderscope,Sweden,https://wonderscope.games/,wonderscope.games,wonderscope,jogos
Woodland Games,Poland,http://www.woodland.games/,woodland.games,woodlandgames,jogos
Wooga,Germany,https://www.wooga.com/,wooga.com,wooga,jogos
Workroom7,,,,workroom7,jogos
"World of Neopia, Inc.",,https://www.neopets.com/,neopets.com,worldofneopiainc,jogos
World's Edge,,https://www.ageofempires.com/,ageofempires.com,worldsedge,jogos
Worldwalker Games,United States,https://worldwalkergames.com,worldwalkergames.com,worldwalkergames,jogos
Worldweaver Ltd,United Kingdom,http://www.worldweaver.com/,worldweaver.com,worldweaverltd,jogos
Worthless Bums,United States,http://www.worthlessbums.com/,worthlessbums.com,worthlessbums,jogos
Wreck Tangle Games,United Kingdom,https://www.wrecktangles.com,wrecktangles.com,wrecktanglegames,jogos
Wristwork,,https://wristwork.com,wristwork.com,wristwork,jogos
Wube software,Czech Republic,https://wube.software/,wube.software,wubesoftware,jogos
Wube software,United Kingdom,https://wube.software/,wube.software,wubesoftware,jogos
Wucai Shi Gongzuo Shi,,,,wucaishigongzuoshi,jogos
X-Legend,,http://www.x-legend.tw/,x-legend.tw,xlegend,jogos
X-Ray Kid Studios,United States,http://www.x-raykid.com/,x-raykid.com,xraykidstudios,jogos
X-bow Software,,,,xbowsoftware,jogos
X82 Ltd,United Kingdom,https://www.x82hub.com/,x82hub.com,x82ltd,jogos
XGen Studios,Canada,http://www.xgenstudios.com/,xgenstudios.com,xgenstudios,jogos
XII Games,,,,xiigames,jogos
XLGames,South Korea,http://www.xlgames.com,xlgames.com,xlgames,jogos
XMG Studio,Canada,http://www.xmgstudio.com,xmgstudio.com,xmgstudio,jogos
Xaloc Studios,Spain,https://www.xalocstudios.com/,xalocstudios.com,xalocstudios,jogos
Xaviant,,,,xaviant,jogos
Xbox Game Studios,United States,https://www.xbox.com/xbox-game-studios,xbox.com,xboxgamestudios,jogos
Xenofusion Studios,,https://www.xenofusion.com/,xenofusion.com,xenofusionstudios,jogos
Xform Games,Netherlands,http://www.xform.nl/,xform.nl,xformgames,jogos
Xicat Interactive,United Kingdom,http://xicat.com/,xicat.com,xicatinteractive,jogos
Xiness,South Korea,https://xinessgames.blogspot.com/,xinessgames.blogspot.com,xiness,jogos
Xitilon,Ukraine,https://xitilonic.art/,xitilonic.art,xitilon,jogos
Xona Games,Canada,http://www.xona.com/,xona.com,xonagames,jogos
Y Press Games,,https://ypressgames.com/,ypressgames.com,ypressgames,jogos
Y/CJ/Y,Sweden,http://www.whycjwhy.com/,whycjwhy.com,ycjy,jogos
YFYX GAMES,,,,yfyxgames,jogos
YNK Korea,South Korea,https://www.playwith.co.kr/,playwith.co.kr,ynkkorea,jogos
YOTSUBANE,,,,yotsubane,jogos
YSK,,,,ysk,jogos
YSO Corp,,https://www.ysocorp.com/,ysocorp.com,ysocorp,jogos
Yacht Club Games,United States,http://yachtclubgames.com/,yachtclubgames.com,yachtclubgames,jogos
Yager Development,Germany,http://www.yager.de/,yager.de,yagerdevelopment,jogos
Yarrow Games,,,,yarrowgames,jogos
Yazar Media Group,,https://www.yazarmediagroup.com/,yazarmediagroup.com,yazarmediagroup,jogos
YeTa Games,Estonia,http://www.yetagames.com/,yetagames.com,yetagames,jogos
Yeda Games,,,,yedagames,jogos
Yellow Brick Games,Canada,https://yellowbrickgames.ca/,yellowbrickgames.ca,yellowbrickgames,jogos
Yellow Dot,Poland,https://yellowdotgames.com/,yellowdotgames.com,yellowdot,jogos
Yendis Entertainment,Australia,https://yendis.ch/,yendis.ch,yendisentertainment,jogos
Yesbox Studios,,https://yesboxstudios.com/,yesboxstudios.com,yesboxstudios,jogos
YiTi Games,,,,yitigames,jogos
YipYip,Netherlands,,,yipyip,jogos
Yippee Entertainment,,http://www.yippee-entertainment.com/,yippee-entertainment.com,yippeeentertainment,jogos
Ynor,,,,ynor,jogos
Yobowargames,,,,yobowargames,jogos
Yonezawa PR21,,,,yonezawapr21,jogos
Yosemite Entertainment,,,,yosemiteentertainment,jogos
YouRun,,https://www.yourun.io/,yourun.io,yourun,jogos
Youda Games,,,,youdagames,jogos
Young Horses,United States,https://younghorsesgames.com,younghorsesgames.com,younghorses,jogos
Yullaby,,,,yullaby,jogos
Yume Creations,Germany,http://yumecreations.de/,yumecreations.de,yumecreations,jogos
YummyYummyTummy,,https://yummyyummytummy.com/,yummyyummytummy.com,yummyyummytummy,jogos
Z-Software,Germany,https://z-software.net,z-software.net,zsoftware,jogos
Z2Live,United States,http://www.z2live.com/,z2live.com,z2live,jogos
ZA/UM,Estonia,https://zaumstudio.com,zaumstudio.com,zaum,jogos
Zachtronics,United States,http://www.zachtronics.com/,zachtronics.com,zachtronics,jogos
Zadbox Entertainment,,,,zadboxentertainment,jogos
ZagZag,,,,zagzag,jogos
Zaratustra Productions,,,,zaratustraproductions,jogos
Zarc Attack,Portugal,https://zarcattack.com,zarcattack.com,zarcattack,jogos
Zaxis Games,,,,zaxisgames,jogos
ZeDrimeTim,France,https://zedrimetim.com/,zedrimetim.com,zedrimetim,jogos
Zeboyd Games,United States,http://zeboyd.com/,zeboyd.com,zeboydgames,jogos
Zeebo Inc.,United States,http://www.zeeboinc.com/,zeeboinc.com,zeeboinc,jogos
Zeiva Inc,,http://www.zeiva.net,zeiva.net,zeivainc,jogos
ZeniMax Online Studios,United States,http://zenimaxonline.com/,zenimaxonline.com,zenimaxonlinestudios,jogos
Zenobi,United Kingdom,http://www.zenobi.co.uk,zenobi.co.uk,zenobi,jogos
Zenz VR,,,,zenzvr,jogos
Zeppelin Games,,,,zeppelingames,jogos
ZeptoLab,United Kingdom,http://zeptolab.com/,zeptolab.com,zeptolab,jogos
Zero Games Studios,,http://www.zerogamesstudios.com/,zerogamesstudios.com,zerogamesstudios,jogos
Zero Point Software,,,,zeropointsoftware,jogos
Zerouno Games,Spain,https://zerounogames.com,zerounogames.com,zerounogames,jogos
Zetsubou Games,,https://zetsubou.games/,zetsubou.games,zetsubougames,jogos
ZettaMedia,,,,zettamedia,jogos
Zever Games,,https://zevergames.com,zevergames.com,zevergames,jogos
ZiMAD,,https://zimad.com/,zimad.com,zimad,jogos
ZigZagIsland,,,,zigzagisland,jogos
Zillion Whales,,,,zillionwhales,jogos
Zing Games,United States,,,zinggames,jogos
Zipper Interactive,United States,http://www.zipperint.com,zipperint.com,zipperinteractive,jogos
Zippo Games,United Kingdom,,,zippogames,jogos
Zitrix Megalomedia,,http://zitrix-megalomedia.com/,zitrix-megalomedia.com,zitrixmegalomedia,jogos
Zodiac Interactive,,,,zodiacinteractive,jogos
Zoetrope Interactive,,http://www.zoetrope-interactive.com,zoetrope-interactive.com,zoetropeinteractive,jogos
Zoink Games,Sweden,http://www.zoinkgames.com,zoinkgames.com,zoinkgames,jogos
Zombie Panic Team,,,,zombiepanicteam,jogos
Zombie Studios,United States,http://www.zombie.com/,zombie.com,zombiestudios,jogos
Zono,United States,http://www.zono.com/,zono.com,zono,jogos
Zoom Out Games,,https://zoomoutgames.com/,zoomoutgames.com,zoomoutgames,jogos
Zoonami,United Kingdom,http://www.zoonami.com,zoonami.com,zoonami,jogos
ZootFly,,https://www.zootfly.com/index.html,zootfly.com,zootfly,jogos
Zoë Mode,United Kingdom,http://www.zoemode.com/,zoemode.com,zomode,jogos
Zylom,Netherlands,https://www.zylom.com/,zylom.com,zylom,jogos
Zynga,United States,https://www.zynga.com/,zynga.com,zynga,jogos
Zynga Dallas,United States,http://www.bonfire-studios.com,bonfire-studios.com,zyngadallas,jogos
[2.21],France,https://www.2point21.com/,2point21.com,221,jogos
aPriori Digital,United Kingdom,https://aprioridigital.com,aprioridigital.com,aprioridigital,jogos
airG Inc.,Canada,https://corp.airg.com/,corp.airg.com,airginc,jogos
appetite,,https://www.appetite-game.com/,appetite-game.com,appetite,jogos
armogames,,,,armogames,jogos
askiisoft,,http://askiisoft.com/,askiisoft.com,askiisoft,jogos
beyondthosehills,Greece,https://beyondthosehills.com/,beyondthosehills.com,beyondthosehills,jogos
